estado;nome;Unemployed_2007;Unemployed_2008;Unemployed_2009;Unemployed_2010;Unemployed_2011;Unemployed_2012;Unemployed_2013;Unemployed_2014;Unemployed_2015;Unemployed_2016;quantidade
ND;LaMoure County, ND;69;73;96;88;72;57;51;55;57;57;68
ND;Logan County, ND;33;33;34;36;30;28;28;28;27;34;31
ND;McHenry County, ND;136;140;138;158;154;141;137;139;139;170;145
ND;McIntosh County, ND;40;40;52;59;49;40;38;37;39;40;43
ND;McKenzie County, ND;90;75;95;78;83;93;113;140;229;311;131
ND;McLean County, ND;218;218;233;257;236;209;203;196;184;182;214
ND;Mercer County, ND;197;221;218;227;224;215;192;164;181;212;205
ND;Morton County, ND;505;524;648;730;636;555;523;525;503;559;571
ND;Mountrail County, ND;171;125;146;144;140;121;123;116;161;220;147
ND;Nelson County, ND;67;58;71;68;72;64;68;58;57;54;64
ND;Oliver County, ND;48;52;51;53;57;60;54;56;52;49;53
ND;Pembina County, ND;225;205;229;256;271;238;220;203;193;188;223
ND;Pierce County, ND;86;84;100;106;93;81;77;77;78;77;86
ND;Ramsey County, ND;233;220;239;230;232;241;217;203;193;180;219
ND;Ransom County, ND;96;111;232;131;102;84;80;78;69;66;105
ND;Renville County, ND;39;33;49;41;40;33;34;37;45;53;40
ND;Richland County, ND;300;348;446;348;339;312;289;260;235;252;313
ND;Rolette County, ND;467;478;570;576;564;529;604;550;504;553;540
ND;Sargent County, ND;81;103;211;88;65;57;54;49;41;46;80
ND;Sheridan County, ND;32;27;34;32;32;27;29;36;37;42;33
ND;Sioux County, ND;82;69;64;67;72;68;61;61;57;59;66
ND;Slope County, ND;10;10;12;11;10;11;11;11;12;11;11
ND;Stark County, ND;346;337;459;404;353;333;330;347;551;735;420
ND;Steele County, ND;26;25;32;30;29;28;25;23;24;23;27
ND;Stutsman County, ND;339;344;421;467;412;358;329;290;276;281;352
ND;Towner County, ND;45;36;33;38;41;42;47;44;34;30;39
ND;Traill County, ND;141;138;160;169;168;143;130;117;126;131;142
ND;Walsh County, ND;241;247;273;317;300;277;278;260;234;220;265
ND;Ward County, ND;879;877;1101;1090;1037;900;934;914;1097;1427;1026
ND;Wells County, ND;98;93;107;93;101;89;96;97;87;88;95
ND;Williams County, ND;248;249;370;316;284;303;361;383;683;1022;422
OH;Ohio;332574;384323;609670;599836;510231;421590;426936;330415;278883;282298;417676
OH;Adams County, OH;1041;1227;1910;1895;1653;1354;1363;965;838;807;1305
OH;Allen County, OH;3290;3812;5806;5567;4852;3848;3883;2797;2315;2377;3855
OH;Ashland County, OH;1654;2027;3405;3168;2584;2075;2071;1520;1301;1293;2110
OH;Ashtabula County, OH;3470;3922;6595;6268;5176;4371;4378;3215;2641;2653;4269
OH;Athens County, OH;1864;2054;2755;3036;2761;2350;2484;1890;1734;1736;2266
OH;Auglaize County, OH;1204;1463;2828;2461;1953;1480;1419;1044;897;898;1565
OH;Belmont County, OH;1840;2028;3124;3780;3083;2617;2641;2137;1971;2281;2550
OH;Brown County, OH;1413;1659;2783;2810;2448;2014;2047;1466;1211;1109;1896
OH;Butler County, OH;9747;11284;18280;19138;17137;14285;13986;10331;8584;8349;13112
OH;Carroll County, OH;861;1060;1942;1869;1439;1095;1085;832;794;907;1188
OH;Champaign County, OH;1241;1425;2421;2306;1845;1430;1386;1007;868;883;1481
OH;Clark County, OH;4442;4747;7457;7530;6407;5117;4963;3755;3195;3289;5090
OH;Clermont County, OH;5374;6275;10354;10852;9472;7602;7557;5608;4616;4513;7222
OH;Clinton County, OH;1163;1414;3106;3277;2436;1857;1789;1302;1034;984;1836
OH;Columbiana County, OH;3324;3833;7112;6662;5264;4198;4177;3234;2891;3186;4388
OH;Coshocton County, OH;1199;1472;2310;2212;1927;1630;1601;1188;1007;1043;1559
OH;Crawford County, OH;1560;1899;3232;2694;2400;1839;1811;1313;1106;1138;1899
OH;Cuyahoga County, OH;37154;39994;54497;53809;47228;41990;43382;38554;31540;33257;42141
OH;Darke County, OH;1591;1800;3171;3042;2467;1923;1853;1392;1115;1072;1943
OH;Defiance County, OH;1170;1547;2883;2432;1857;1455;1422;1039;913;893;1561
OH;Delaware County, OH;3604;4281;6483;6826;5941;4981;5244;4120;3606;3665;4875
OH;Erie County, OH;2576;3116;5017;4531;3786;3093;3135;2399;2065;2027;3175
OH;Fairfield County, OH;3779;4325;6542;6836;5953;4867;4934;3867;3250;3204;4756
OH;Fayette County, OH;811;969;1879;1952;1510;1170;1105;846;691;631;1156
OH;Franklin County, OH;29286;34516;52992;55633;48654;40474;41236;31448;26778;26773;38779
OH;Fulton County, OH;1468;1892;3120;2739;2180;1734;1786;1317;1092;1036;1836
OH;Gallia County, OH;898;927;1349;1604;1461;1223;1215;954;790;812;1123
OH;Geauga County, OH;2345;2553;3582;3366;2933;2605;2810;2471;2037;2152;2685
OH;Greene County, OH;4176;5017;7825;7825;6754;5552;5555;4172;3501;3471;5385
OH;Guernsey County, OH;1276;1685;2373;2404;1999;1635;1611;1282;1187;1321;1677
OH;Hamilton County, OH;22155;24863;39179;40756;36113;29644;29415;21922;18028;17566;27964
OH;Hancock County, OH;1872;2407;4172;3679;3115;2545;2505;1797;1489;1497;2508
OH;Hardin County, OH;943;1082;1849;1734;1441;1111;1153;861;697;713;1158
OH;Harrison County, OH;461;528;851;904;749;596;579;444;451;527;609
OH;Henry County, OH;1002;1249;2130;1910;1543;1235;1241;887;756;717;1267
OH;Highland County, OH;1280;1531;3190;3316;2436;1834;1838;1342;1076;1051;1889
OH;Hocking County, OH;908;1086;1618;1637;1373;1120;1072;850;725;713;1110
OH;Holmes County, OH;797;954;1519;1476;1237;1015;1049;799;704;736;1029
OH;Huron County, OH;2412;2840;4533;3998;3380;2867;2938;2226;1813;1801;2881
OH;Jackson County, OH;1264;1296;1748;1787;1654;1417;1434;1163;979;989;1373
OH;Jefferson County, OH;2039;2314;4041;4818;3847;3395;3339;2419;2176;2384;3077
OH;Knox County, OH;1677;1940;2948;2989;2664;2095;2099;1646;1445;1416;2092
OH;Lake County, OH;6471;7074;10582;9971;8544;7406;7845;6878;5570;5972;7631
OH;Lawrence County, OH;1549;1605;2416;2849;2570;2250;2300;1722;1457;1589;2031
OH;Licking County, OH;4426;5192;7950;8418;7288;5816;5995;4543;3849;3781;5726
OH;Logan County, OH;1257;1526;2952;2757;2230;1615;1580;1158;970;961;1701
OH;Lorain County, OH;9108;10206;15129;13789;11744;10533;11095;9692;8351;8897;10854
OH;Lucas County, OH;15163;18324;27594;25094;21102;17537;18323;13381;11053;10741;17831
OH;Madison County, OH;1054;1255;1924;1865;1608;1282;1268;969;825;798;1285
OH;Mahoning County, OH;7298;8279;14517;13488;11094;9191;9370;7237;6497;6671;9364
OH;Marion County, OH;1805;2281;3626;3317;2920;2285;2226;1666;1417;1387;2293
OH;Medina County, OH;4632;5091;7403;6986;5978;5143;5489;4799;3913;4117;5355
OH;Meigs County, OH;828;918;1399;1470;1290;1098;1119;827;746;748;1044
OH;Mercer County, OH;943;1216;2182;1889;1497;1130;1149;862;752;755;1238
OH;Miami County, OH;2998;3503;6524;6035;4881;3804;3747;2805;2299;2260;3886
OH;Monroe County, OH;455;488;721;817;651;545;650;646;550;584;611
OH;Montgomery County, OH;16775;19963;30760;30150;25282;20872;20890;15274;12440;12099;20451
OH;Morgan County, OH;537;595;876;916;772;663;676;519;488;549;659
OH;Morrow County, OH;1050;1269;2017;1975;1736;1373;1360;999;839;830;1345
OH;Muskingum County, OH;3035;3323;4892;5239;4503;3701;3658;2795;2401;2357;3590
OH;Noble County, OH;431;499;852;836;666;526;511;386;361;421;549
OH;Ottawa County, OH;1569;1898;2970;2797;2488;2095;2136;1641;1386;1339;2032
OH;Paulding County, OH;547;769;1446;1219;923;708;690;495;426;404;763
OH;Perry County, OH;1206;1396;2260;2232;1903;1574;1544;1165;1031;998;1531
OH;Pickaway County, OH;1488;1766;2750;2762;2380;1913;1883;1457;1222;1235;1886
OH;Pike County, OH;1035;1103;1696;1718;1678;1378;1319;951;765;796;1244
OH;Portage County, OH;4904;5818;9370;9353;7918;6408;6770;5082;4217;4313;6415
OH;Preble County, OH;1251;1484;2639;2466;2080;1659;1610;1205;1009;982;1639
OH;Putnam County, OH;876;1066;1948;1801;1432;1091;1134;846;722;683;1160
OH;Richland County, OH;4056;4636;7958;7171;6175;4871;4738;3557;2982;2918;4906
OH;Ross County, OH;2414;2754;4254;4068;3417;2862;2920;2151;1802;1838;2848
OH;Sandusky County, OH;2063;2401;4020;3577;2998;2390;2394;1791;1507;1443;2458
OH;Scioto County, OH;2400;2715;4093;4348;3990;3513;3626;2613;2259;2279;3184
OH;Seneca County, OH;1785;2153;3887;3518;2777;2213;2130;1557;1308;1309;2264
OH;Shelby County, OH;1367;1710;3642;3105;2344;1737;1595;1205;1033;984;1872
OH;Stark County, OH;11184;12992;21757;21651;17652;14047;14332;10907;9798;10033;14435
OH;Summit County, OH;16049;18337;29333;29814;25120;20315;20707;16030;13477;13668;20285
OH;Trumbull County, OH;6635;7928;14836;13210;10407;8624;8861;6710;5881;6036;8913
OH;Tuscarawas County, OH;2581;2990;5339;5181;4216;3307;3286;2507;2436;2554;3440
OH;Union County, OH;1102;1353;2224;2236;1916;1513;1554;1193;1035;1028;1515
OH;Van Wert County, OH;858;1308;2265;1807;1352;1068;990;701;594;570;1151
OH;Vinton County, OH;463;526;758;782;683;600;596;441;357;379;559
OH;Warren County, OH;4973;6014;9704;9927;8634;7090;7099;5510;4659;4624;6823
OH;Washington County, OH;1717;1814;3151;3402;2918;2458;2444;1803;1682;1914;2330
OH;Wayne County, OH;2905;3388;5842;5585;4532;3611;3702;2760;2358;2387;3707
OH;Williams County, OH;1195;1533;3197;2571;2037;1490;1392;1022;838;846;1612
OH;Wood County, OH;3709;4654;7531;6795;5679;4717;4861;3599;2968;2889;4740
OH;Wyandot County, OH;797;904;1572;1354;1118;830;783;543;451;465;882
WI;Wisconsin;151376;151358;266013;267119;238763;216563;207628;167290;141277;129196;193658
